Dataset,ECE_Base Model,ECE_Platt Scaling,ECE_Isotonic Regression,ECE_Beta Calibration,ECE_BBQ,ECE_Venn-Abers,Log Loss_Base Model,Log Loss_Platt Scaling,Log Loss_Isotonic Regression,Log Loss_Beta Calibration,Log Loss_BBQ,Log Loss_Venn-Abers
310,0.02040995506372995,0.02354183065112497,0.012007765344347957,0.016092940701825056,0.02413690398580612,0.02817821384073546,0.061914389749953266,0.06200465007800036,0.076696101828963,0.05918334187881904,0.07300864503480028,0.06286390235585607
725,0.007287762942229639,0.0062469234146112764,0.012424282853719883,0.00912590255852236,0.027014387959930605,0.042934726527290475,0.1371177895137646,0.13756772230067094,0.1676444433696685,0.1375476135419794,0.1527051728376673,0.1861646075547711
761,0.0816425784858158,0.08312499215670048,0.028379621159850817,0.05136929663971307,0.05230892843720647,0.04939067765662296,0.46682821118637174,0.46730822809325157,0.47161046977759546,0.4534004602852004,0.45558951663856945,0.4686146481243675
803,0.007153202930697501,0.009293360542984113,0.015907301994576736,0.007980156619122481,0.03531542170332091,0.045527779159193094,0.1989237843561943,0.1991929211002898,0.22739999662727414,0.19918541335217277,0.21372733019770201,0.224623079719144
807,0.010809515962210607,0.012587913344703787,0.023632706727343095,0.01362390482770095,0.03572929492279861,0.04491965648584145,0.26857550478801945,0.2648137684691243,0.2912710588890705,0.2671700574718592,0.27484260048092074,0.310567873324876
819,0.026462889569994045,0.024933820512104306,0.021307161890283758,0.024261838518212772,0.029801149027169394,0.04141958989592642,0.400848935169593,0.40095114982722196,0.4196363642262819,0.40107365134561446,0.4012372758024332,0.41540010749490136
833,0.039227910833158706,0.04048082660048696,0.021948683776963282,0.02391577131560239,0.040188067511589064,0.04358488599451636,0.3940428177478805,0.39427714133419434,0.42127638361634623,0.3886767204777468,0.39514171565357714,0.42397858148252476
847,0.013544707786541847,0.01603146045645187,0.024782075356543157,0.016076128210462157,0.04081554445020668,0.054343393933910786,0.33030780158755646,0.33053404889579663,0.38251068808300964,0.33089430207385173,0.34416149426546694,0.3769054601372752
923,0.08857075534514053,0.09278834812373055,0.0192788938708738,0.07524343663350336,0.048241325234179226,0.05323822091218438,0.3109051514777008,0.3108100761522166,0.3031611851826456,0.2993325995435876,0.2861050292697467,0.3112906466292401
959,0.0,0.0,0.0,0.0,0.0,0.03428195806550298,0.00013788156887335618,0.0006423014074379528,3.114696715123883e-08,1.0850826958299963e-05,2.220446049250313e-16,0.015535181884718433
1019,0.0,0.0001489163672096171,0.006877204782416486,0.0001245544689795314,0.009642192557340463,0.027904565895505464,0.008027659879262874,0.008110589143560392,0.027825972743250986,0.010803247946474843,0.01839993568650682,0.01918084356906662
1046,0.18343504885596737,0.18404789474214564,0.016859025665381375,0.15658122282574224,0.03716986336753613,0.038533099205763456,0.3483595061802778,0.33741783066897946,0.23164736754126872,0.30603479893754426,0.2505212502203927,0.23289909605037448
1053,0.08000111837025996,0.08056701031659397,0.027221799903449667,0.08016933548580765,0.026882727881513212,0.040704826254332034,0.4877449871628685,0.48828249211161745,0.49437065576860595,0.4882118804541606,0.48947211693403914,0.47727027687850265
1471,0.0490760348174939,0.03812908683892137,0.01618216950597414,0.038408879590262415,0.04147300522159121,0.0370941920469116,0.662610627991855,0.6594919529845492,0.665509237842798,0.6605084213179123,0.6563057607025103,0.6614685485503997
1489,0.03327423488440955,0.033868938617700246,0.022820502182259447,0.03175329876022392,0.03919350257222716,0.05595068298252309,0.3554480451451972,0.3556561530186748,0.40152793630642364,0.35433054459599345,0.3619713912704695,0.39080180766544126
4154,0.0011921001770841782,0.0010566209980248126,0.0010192478194707148,0.000996478856472435,0.0002059345565605599,0.021194731043760552,0.012166452627362285,0.012110141231785618,0.01876004111841284,0.012115706352119927,0.012112824803887746,0.017410299833180196
4534,0.008819774851011155,0.013026251308770198,0.021522461348618478,0.010298991735997867,0.047385961125996925,0.04371967388608924,0.1203117480559306,0.12091346308406883,0.1393573854053452,0.12017795996967724,0.13285552599513648,0.1559967420670207
45036,0.050067229048606124,0.050758277005244656,0.02199808967799894,0.05031052114213666,0.04838883932692626,0.041626565303332266,0.6562301610271808,0.6563695286578407,0.6698021052552724,0.6562693632276749,0.6591433097302851,0.6612697323214077
46281,0.012950303528358222,0.010523258326356201,0.01087052793677125,0.009630725962336937,0.006701126084353465,0.03357838458081174,0.21853398854531178,0.21842714118266676,0.23517725631145542,0.2175905355366283,0.22617928008219607,0.22889555124585903
46298,0.010889935248714691,0.015416938206905224,0.01784295484515848,0.014885819364363955,0.03440913461803038,0.04435423091096014,0.269266661090613,0.26943489615697247,0.2992502079436354,0.26878236683904183,0.27736654739209576,0.3128664387012939
