Dataset,ECE_Base Model,ECE_Platt Scaling,ECE_Isotonic Regression,ECE_Beta Calibration,ECE_BBQ,ECE_Venn-Abers,Log Loss_Base Model,Log Loss_Platt Scaling,Log Loss_Isotonic Regression,Log Loss_Beta Calibration,Log Loss_BBQ,Log Loss_Venn-Abers
3,0.45228560910906046,0.22958057439380786,0.014466666945511847,0.08249289229656656,0.00555043002814075,0.059587673575272095,9.20403636921585,0.6207090791727503,0.48497694893145543,0.49141550846011084,0.6288676051625919,0.4848563578047099
15,0.031792598545635264,0.026564131034719704,0.03049599080086626,0.020412395520798973,0.02057558055675802,0.08373640277847856,0.8786168371571512,0.15550500922144414,0.2780339522596746,0.15231070380612802,0.20682762895635154,0.1891967799846614
29,0.1632301550031494,0.11609406568338612,0.05967313490936777,0.0556615238595066,0.05469011514556418,0.0930028712133933,1.385696956353155,0.4325291576222422,0.7359546125131881,0.3997954213697602,0.4508816765413634,0.4121859002761401
31,0.26069764493107084,0.04765787182975876,0.051271389575277194,0.059164109708418594,0.04645323541336276,0.06120625389367054,1.7324651877289206,0.5395947344451139,0.767486182880941,0.5602490537580165,0.5475738424341767,0.5505975206617814
37,0.09872321433467925,0.05578365338366335,0.0649273895603621,0.039096711494111196,0.09106491042962625,0.07324134495535514,0.6251628207042134,0.5217189832167213,0.9506416325967834,0.5203526818900283,0.5432335552453834,0.528111934735169
38,0.7384197703544322,0.010313921472630725,0.004155994843098939,0.005877518794220927,0.003131268741664367,0.025255025370988483,21.246455766971152,0.2185784219786829,0.2151896753625924,0.2159389042587733,0.21892259075443668,0.21968581054663475
44,0.29722324199353833,0.15133694349778293,0.02070262337997668,0.08886389917080371,0.01515797338182364,0.04035282515799604,4.652694529164989,0.40324472566508374,0.28563562721808494,0.32748616277345755,0.4052392101163431,0.2897952787372673
316,0.41445400997973225,0.003874540142033054,0.0038319232354007116,0.003946497093829791,0.004943932931105094,0.01651209564047228,6.762459684995203,0.0602655973487011,0.08028164231158381,0.08012305749487854,0.07022406553765789,0.06579407159420127
953,0.4312108235109269,0.07847123953288722,0.014844004307694815,0.013057669302112669,0.021738780008178447,0.03731518266200315,12.699713486858089,0.6093063774504707,0.580661809898899,0.5590032151724327,0.6111223934474066,0.5198041834051076
958,0.35209199494731436,0.2064344148604379,0.03296212171779382,0.03561496376610499,0.055093465938035,0.0777507660304631,1.4654645033215494,0.21826877984941412,0.25282469900834775,0.12813088105934006,0.2548141926739034,0.15395873342857325
962,0.0,0.0009061557491370246,0.0004752418608177983,0.000528507947212753,0.0007731513249465058,0.03475402473959955,0.05407534757544099,0.013919847345083738,0.045775839473736,0.04578767856291322,0.04577556771667321,0.02815235627141939
978,0.09738292069899483,0.029327175212598585,0.022687552513840237,0.018158783701894873,0.013587449164409748,0.04460973141187264,1.4528958095835183,0.11722771782969793,0.16106646348865475,0.12383576826838844,0.1290805191340116,0.11976271997473473
1067,0.23114744282407318,0.09209498092202116,0.03318816830826922,0.06127817469152523,0.017065559918227703,0.050231839973353745,2.69056174467671,0.396289064105121,0.41929567678857077,0.37418480449588903,0.3980312995427802,0.365838253320591
1462,0.06064015419648422,0.09382627461396148,0.04417199128039323,0.04623506782946663,0.10000494460468462,0.09123057522866754,0.31694249966458465,0.3489468926951108,0.5555185065657313,0.31181814857593254,0.35817873473262557,0.3435565089346673
1464,0.12376139148613152,0.06936938700260022,0.04585431637166571,0.050501531696270134,0.07210578805688433,0.07227558711436327,0.7160009976262256,0.5169582090140665,0.7130182764084289,0.5124033655771156,0.5277680992650922,0.5236199740712572
1487,0.4908086945130314,0.029858007446201054,0.016551957874561016,0.013862713497187469,0.009365730043190152,0.04806284477586125,7.257027720641591,0.20477726649935157,0.22174976322697007,0.1983142689282738,0.20628513003926952,0.20307549066687247
1494,0.38934275437062765,0.18431711089821753,0.03617488574277868,0.07281675136939376,0.0259163319549075,0.07766310226915261,7.4255659792964845,0.48551699144350713,0.4327068621425477,0.42253282677220033,0.4881490985770193,0.4194969855040743
1510,0.0785546164257437,0.08711186859533752,0.04113471179538185,0.040936594068410145,0.026439260304278105,0.11752196535970222,0.6263419010952234,0.22823409593433103,0.566453779782365,0.18983325429487813,0.2871544020322359,0.22648302511513435
4134,0.36680497405374907,0.015111678301871575,0.019145067049922516,0.012357349401916705,0.010410918491532513,0.0469964513204351,13.435249284151134,0.6654107699025557,0.6610567312867603,0.6614023332830705,0.665522670779009,0.6647060876683334
40701,0.2184040713887569,0.13049615197035716,0.02921925327131503,0.0883609934077797,0.054183671939616776,0.053876583078870076,1.0945158235028398,0.34385289995146384,0.2968907862116595,0.3021176013883568,0.3450307454190537,0.2739626779847746
