Dataset,ECE_Base Model,ECE_Platt Scaling,ECE_Isotonic Regression,ECE_Beta Calibration,ECE_BBQ,ECE_Venn-Abers,Log Loss_Base Model,Log Loss_Platt Scaling,Log Loss_Isotonic Regression,Log Loss_Beta Calibration,Log Loss_BBQ,Log Loss_Venn-Abers
310,0.0022708221618434055,0.015389977028812197,0.011617834088248163,0.0026230346493182886,0.024805300278201346,0.022304095481292866,0.04814545959961118,0.053618603280214235,0.06850209209911187,0.04762270384052503,0.0563158794960264,0.048535173396802564
725,0.013575492727975768,0.04950234786727282,0.016430449522308054,0.009483728451373755,0.029432176590497208,0.032260227375674716,0.1253767745857825,0.1486939279795124,0.15367984086686076,0.12480089711391319,0.13846418871412125,0.13713213474865765
761,0.17662791689960486,0.00581973201146217,0.00806041103744283,0.00415649662913516,0.0036070465282279263,0.02668141796538144,6.374265590893476,0.40082996955311245,0.39693539616160245,0.39745973598807266,0.4011344711312725,0.39879688444793937
803,0.021524344927711506,0.015966730115723794,0.018941435796235796,0.017974956875142053,0.02908120219535385,0.04494882423009508,0.2074368672589515,0.20869009742410197,0.24454979318637934,0.20737548354130092,0.21626087381979814,0.2135981328181725
807,0.02211601876834896,0.056948510401109695,0.02146583888242448,0.009282335328911321,0.030412811784651585,0.04146143618707342,0.2151458385603032,0.2375457610845195,0.24771098008668888,0.2122688812275517,0.22858695342784052,0.22414369621312547
819,0.01567035354674475,0.034402034185836323,0.018832320324605606,0.010169726299942927,0.03508852543300605,0.041636766521932086,0.31537009052756315,0.3205718414496678,0.344503273595404,0.3146075262038742,0.3212826291992536,0.3218581881095958
833,0.16672868286084708,0.09136365707058525,0.024635111177024167,0.013930663257049654,0.04768582821354659,0.04350225777324087,0.7380227324750297,0.47228503981727404,0.4818142825468585,0.43831813651842694,0.4715918453072947,0.4459689286851101
847,0.038235784296793474,0.04643490225169909,0.027405747114190818,0.010980275269917392,0.03827539119382169,0.04094913457004581,0.3669081619289545,0.37231741560645665,0.4092870717327818,0.35965026153434865,0.37261167366489767,0.3692735729629526
923,0.010708557091968808,0.0011521538273407688,0.011070684785261924,0.0011014162186835084,0.025243571448223426,0.04200985963263228,0.019632496263559233,0.008940436950228626,0.020450129343683322,0.007375718506091016,0.008981498180458326,0.0267664425103887
959,0.0,0.0,0.0,0.0,0.0,0.03334985755230511,0.00039496903876107893,0.0006422985270762507,8.948782024512226e-09,1.1796071103829637e-05,2.220446049250313e-16,0.015276702708696556
1019,0.0029327664646806723,0.0007682220062358564,0.00665539881544272,0.0,0.007118172743515031,0.03477404621107083,0.00794104428787429,0.008803341855184759,0.01894211999460212,0.00855227047257171,0.016700852292581822,0.017980221923502522
1046,0.09921394517112138,0.008546939871897913,0.012826468074429376,0.0057086211477421055,0.009367109242766146,0.02160361547378028,3.9230099079558722,0.3288331758093126,0.3236714057568627,0.32436068749522967,0.3290872399681504,0.3244744943965944
1053,0.3220509286833547,0.06378525893069688,0.017467376041030696,0.057811543377763217,0.028443856867899853,0.03471794720859645,6.410277911614004,0.4826595373338665,0.48121021862595414,0.482393882761295,0.4817623054631936,0.47946276824133705
1471,0.47808726975204885,0.04836952069712436,0.009690949804324958,0.04963581491173997,0.009442495335463617,0.02992304749334586,11.362288401828085,0.6878340864727405,0.6873455080027102,0.6880765085082061,0.6873594315072825,0.686214112881975
1489,0.017528361171079913,0.03488424683905991,0.024368383112903416,0.018166758817182077,0.037956146147991865,0.04451440842113603,0.32261562820968015,0.3325523081062554,0.3753662765023058,0.3226746037909205,0.33484913279774686,0.33233168452756656
4154,0.0013629454911164066,0.0006366176882350514,0.00021349633287009326,0.0005949731669056581,0.0005735311520500241,0.009123915663679257,0.05645228439024394,0.012045539568781027,0.011835419103722693,0.011864927261931207,0.011891738615579982,0.013051229972978903
4534,0.02810006100048003,0.032828637633279506,0.01848515955198888,0.010474464588444952,0.03882146891585816,0.03734203567384413,0.10244177408908518,0.11197813197042455,0.10401960384047103,0.08671940691369086,0.10714182117597001,0.09562806098866522
45036,0.42561350228576733,0.01585071623101953,0.015056512008465812,0.011379314382335881,0.011499607421385562,0.024991103908504505,14.514425157186178,0.6793388332792749,0.676515277749813,0.6770010437397269,0.6795250315001233,0.6777121662339545
46281,0.1143406088723617,0.025261527901182083,0.014134366421146223,0.005589453134317976,0.014632840635362823,0.027526782205093414,0.5458081208700385,0.22282775703693136,0.23468954109451953,0.21558019393282715,0.2241945254993936,0.2196219037766658
46298,0.024196597990487647,0.031671196156661335,0.016990729701242154,0.007507331608536592,0.02789732270285537,0.03358884967373239,0.1097685714437811,0.12035118612376118,0.13593102740069274,0.10660996424133282,0.11745997661865054,0.11632487030778252
PROMEDIO,0.11246747,0.02796014,0.01430745,0.01368579,0.02398104,0.03224337,2.19940472,0.27242189,0.28268219,0.27211395,0.27264609,0.02800333
